"ENSP","cluster_membership","cluster_size","n.mut.all","n.rare.funcl","n.comm.funcl","n.rare.nonfuncl","n.comm.nonfuncl"
"ENSP00000439926",5,26,7,3,1,3,0
"ENSP00000439926",6,15,6,5,0,1,0
"ENSP00000439974",1,353,151,78,1,71,1
"ENSP00000439974",2,41,22,14,0,7,1
"ENSP00000440077",1,185,76,38,1,35,2
"ENSP00000440077",2,146,48,30,0,15,3
"ENSP00000440077",3,101,26,14,0,12,0
"ENSP00000440077",4,94,31,12,1,16,2
"ENSP00000440077",5,49,19,10,0,9,0
"ENSP00000440077",6,37,15,8,0,7,0
"ENSP00000440201",1,309,97,52,1,41,3
"ENSP00000440201",2,56,17,12,0,4,1
"ENSP00000440272",1,3,2,1,0,1,0
"ENSP00000440272",2,3,0,0,0,0,0
"ENSP00000440272",3,2,0,0,0,0,0
"ENSP00000440272",4,2,0,0,0,0,0
"ENSP00000440272",5,2,1,0,0,1,0
"ENSP00000440272",6,2,0,0,0,0,0
"ENSP00000440272",7,2,0,0,0,0,0
"ENSP00000440272",8,2,1,1,0,0,0
"ENSP00000440272",9,2,0,0,0,0,0
"ENSP00000440272",10,2,1,1,0,0,0
"ENSP00000440272",11,2,1,1,0,0,0
"ENSP00000440272",12,2,2,1,0,1,0
"ENSP00000440272",13,1,0,0,0,0,0
"ENSP00000440272",14,1,1,1,0,0,0
"ENSP00000440272",15,1,1,1,0,0,0
"ENSP00000440272",16,1,0,0,0,0,0
"ENSP00000440272",17,1,1,0,0,1,0
"ENSP00000440272",18,1,0,0,0,0,0
"ENSP00000440272",19,1,0,0,0,0,0
"ENSP00000440272",20,1,1,1,0,0,0
"ENSP00000440282",1,34,6,6,0,0,0
"ENSP00000440282",2,33,10,9,0,1,0
"ENSP00000440282",3,31,12,8,0,2,2
"ENSP00000440282",4,24,12,3,1,7,1
"ENSP00000440282",5,23,9,6,0,3,0
"ENSP00000440282",6,23,12,9,1,2,0
"ENSP00000440282",7,22,7,4,0,3,0
"ENSP00000440282",8,21,8,3,2,3,0
"ENSP00000440282",9,21,12,7,0,5,0
"ENSP00000440282",10,20,6,2,1,3,0
"ENSP00000440282",11,20,3,2,0,1,0
"ENSP00000440282",12,17,10,8,0,2,0
"ENSP00000440282",13,16,6,5,0,1,0
"ENSP00000440282",14,16,10,6,0,4,0
"ENSP00000440282",15,15,5,2,0,3,0
"ENSP00000440282",16,15,7,3,1,3,0
"ENSP00000440282",17,14,5,2,0,3,0
"ENSP00000440282",18,10,5,3,0,2,0
"ENSP00000440296",1,83,33,18,1,13,1
"ENSP00000440296",2,70,28,20,0,7,1
"ENSP00000440296",3,61,29,16,1,12,0
"ENSP00000440296",4,55,28,19,0,9,0
"ENSP00000440296",5,52,26,14,1,10,1
"ENSP00000440296",6,48,20,15,0,5,0
"ENSP00000440296",7,46,19,12,0,7,0
"ENSP00000440296",8,46,24,16,0,7,1
"ENSP00000440296",9,33,17,9,0,8,0
"ENSP00000440296",10,19,8,5,0,3,0
"ENSP00000440509",1,127,66,41,1,24,0
"ENSP00000440509",2,34,22,18,0,4,0
"ENSP00000440594",1,95,41,23,2,14,2
"ENSP00000440594",2,69,36,28,3,5,0
"ENSP00000440594",3,69,34,24,0,8,2
"ENSP00000440594",4,57,26,16,1,9,0
"ENSP00000440594",5,50,18,11,2,5,0
"ENSP00000440594",6,46,17,9,0,8,0
"ENSP00000440594",7,45,18,13,0,5,0
"ENSP00000440594",8,41,16,12,0,3,1
"ENSP00000440594",9,28,11,8,1,2,0
"ENSP00000440679",1,617,251,160,0,86,5
"ENSP00000440679",2,262,111,72,2,35,2
"ENSP00000440679",3,89,38,17,2,19,0
"ENSP00000440704",1,222,91,60,2,27,2
"ENSP00000440704",2,129,51,31,0,17,3
"ENSP00000440704",3,129,34,25,0,9,0
"ENSP00000440704",4,82,25,16,0,9,0
"ENSP00000440911",1,13,1,0,1,0,0
"ENSP00000440911",2,12,0,0,0,0,0
"ENSP00000440911",3,10,0,0,0,0,0
"ENSP00000440911",4,9,0,0,0,0,0
"ENSP00000440911",5,6,0,0,0,0,0
"ENSP00000440911",6,6,0,0,0,0,0
"ENSP00000441055",1,59,16,8,0,6,2
"ENSP00000441055",2,50,10,3,2,5,0
"ENSP00000441055",3,46,12,8,1,3,0
"ENSP00000441055",4,44,5,2,2,0,1
"ENSP00000441055",5,40,7,4,1,2,0
"ENSP00000441055",6,40,8,4,0,3,1
"ENSP00000441220",1,351,172,109,5,54,4
"ENSP00000441220",2,66,28,16,0,11,1
"ENSP00000441269",1,98,50,29,2,18,1
"ENSP00000441269",2,82,35,20,0,15,0
"ENSP00000441269",3,77,37,28,2,7,0
"ENSP00000441269",4,73,34,26,0,7,1
"ENSP00000441269",5,58,33,21,1,10,1
"ENSP00000441269",6,58,30,19,0,11,0
"ENSP00000441269",7,48,20,9,1,8,2
"ENSP00000441269",8,43,21,17,0,4,0
"ENSP00000441269",9,42,20,10,3,7,0
"ENSP00000441269",10,35,15,12,0,3,0
"ENSP00000441269",11,33,14,7,1,6,0
"ENSP00000441269",12,31,12,9,1,1,1
"ENSP00000441269",13,30,18,13,1,4,0
"ENSP00000441269",14,25,9,5,0,2,2
"ENSP00000441269",15,15,6,2,1,2,1
"ENSP00000441282",1,332,94,44,0,50,0
"ENSP00000441282",2,60,21,11,0,10,0
"ENSP00000441354",1,277,127,80,6,40,1
"ENSP00000441354",2,30,17,12,2,3,0
"ENSP00000441357",1,74,16,13,0,3,0
"ENSP00000441357",2,46,9,2,0,7,0
"ENSP00000441357",3,44,11,6,0,5,0
"ENSP00000441357",4,37,9,1,0,8,0
"ENSP00000441357",5,31,3,3,0,0,0
"ENSP00000441357",6,22,3,1,0,2,0
"ENSP00000441357",7,20,3,1,0,2,0
"ENSP00000441357",8,18,1,0,0,1,0
"ENSP00000441357",9,17,6,3,0,3,0
"ENSP00000441357",10,12,0,0,0,0,0
"ENSP00000441357",11,10,5,4,0,1,0
"ENSP00000441365",1,49,4,2,0,2,0
"ENSP00000441365",2,35,4,3,0,1,0
"ENSP00000441365",3,33,3,2,0,1,0
"ENSP00000441365",4,28,3,2,0,0,1
"ENSP00000441365",5,14,1,0,0,0,1
"ENSP00000441365",6,14,2,2,0,0,0
"ENSP00000441497",1,325,150,82,14,47,7
"ENSP00000441497",2,66,30,19,1,8,2
"ENSP00000441600",1,84,30,22,0,8,0
"ENSP00000441600",2,54,27,18,0,9,0
"ENSP00000441600",3,54,26,23,0,3,0
"ENSP00000441600",4,37,16,10,1,4,1
"ENSP00000441600",5,30,13,7,1,5,0
"ENSP00000441600",6,26,4,3,1,0,0
"ENSP00000441600",7,25,8,5,0,3,0
"ENSP00000441600",8,25,12,10,0,2,0
"ENSP00000441600",9,24,10,5,0,5,0
"ENSP00000441600",10,17,8,6,0,2,0
"ENSP00000441624",1,101,49,31,2,15,1
"ENSP00000441624",2,64,26,16,4,5,1
"ENSP00000441624",3,51,18,6,4,7,1
"ENSP00000441624",4,45,23,16,1,5,1
"ENSP00000441624",5,34,15,8,0,7,0
"ENSP00000441624",6,14,5,2,0,3,0
"ENSP00000441722",1,48,7,3,0,4,0
"ENSP00000441722",2,37,9,6,0,3,0
"ENSP00000441722",3,34,16,9,0,7,0
"ENSP00000441722",4,30,9,6,0,3,0
"ENSP00000441722",5,24,4,3,0,1,0
"ENSP00000441722",6,22,5,3,0,1,1
"ENSP00000441722",7,15,3,2,0,1,0
"ENSP00000441750",1,122,46,27,0,16,3
"ENSP00000441750",2,63,20,9,1,10,0
"ENSP00000441750",3,53,32,19,1,11,1
"ENSP00000441775",1,323,146,78,2,62,4
"ENSP00000441775",2,55,14,11,1,2,0
"ENSP00000441775",3,51,25,15,1,8,1
"ENSP00000441875",1,77,21,13,0,8,0
"ENSP00000441875",2,57,21,10,0,11,0
"ENSP00000441875",3,51,15,8,0,7,0
"ENSP00000441875",4,33,6,5,0,1,0
"ENSP00000441875",5,32,14,9,0,5,0
"ENSP00000441875",6,28,9,5,0,3,1
"ENSP00000441875",7,21,7,2,0,4,1
"ENSP00000441949",1,121,54,34,2,17,1
"ENSP00000441949",2,51,18,12,0,6,0
"ENSP00000441949",3,51,19,14,0,3,2
"ENSP00000441949",4,41,25,17,2,5,1
"ENSP00000441949",5,41,20,12,0,8,0
"ENSP00000441949",6,12,6,5,1,0,0
"ENSP00000441995",1,308,53,32,7,13,1
"ENSP00000441995",2,82,14,4,3,5,2
"ENSP00000442050",1,212,61,29,1,29,2
"ENSP00000442050",2,124,48,23,0,25,0
"ENSP00000442050",3,71,24,18,0,6,0
"ENSP00000442057",1,47,15,12,1,2,0
"ENSP00000442057",2,36,16,9,2,5,0
"ENSP00000442057",3,30,13,7,1,5,0
"ENSP00000442057",4,30,8,6,0,2,0
"ENSP00000442057",5,23,3,3,0,0,0
"ENSP00000442057",6,20,9,2,0,6,1
"ENSP00000442057",7,16,6,5,0,1,0
"ENSP00000442057",8,14,6,4,0,2,0
"ENSP00000442057",9,11,5,3,0,2,0
"ENSP00000442126",1,81,32,25,0,7,0
"ENSP00000442126",2,53,18,13,0,5,0
"ENSP00000442126",3,25,6,4,0,2,0
"ENSP00000442283",1,93,60,33,3,24,0
"ENSP00000442283",2,48,16,7,0,8,1
"ENSP00000442283",3,35,5,1,0,4,0
"ENSP00000442283",4,34,15,11,0,4,0
"ENSP00000442283",5,32,15,13,0,2,0
"ENSP00000442283",6,27,6,4,0,2,0
"ENSP00000442283",7,27,9,7,0,2,0
"ENSP00000442283",8,21,9,7,0,2,0
"ENSP00000442283",9,20,9,6,0,3,0
"ENSP00000442283",10,19,5,3,0,2,0
"ENSP00000442283",11,16,5,1,0,3,1
"ENSP00000442373",1,181,70,43,9,14,4
"ENSP00000442373",2,136,57,23,6,26,2
"ENSP00000442373",3,65,2,0,0,2,0
"ENSP00000442408",1,188,43,13,0,29,1
"ENSP00000442408",2,136,43,24,0,19,0
"ENSP00000442408",3,125,27,10,0,15,2
"ENSP00000442408",4,80,34,19,3,11,1
"ENSP00000442464",1,69,18,10,1,7,0
"ENSP00000442464",2,47,17,12,0,5,0
"ENSP00000442464",3,46,18,8,0,10,0
"ENSP00000442464",4,46,22,12,2,8,0
"ENSP00000442464",5,46,17,13,0,4,0
"ENSP00000442464",6,42,12,12,0,0,0
"ENSP00000442464",7,32,5,1,1,3,0
"ENSP00000442464",8,30,15,9,0,5,1
"ENSP00000442464",9,28,16,12,0,4,0
"ENSP00000442464",10,25,13,6,0,7,0
"ENSP00000442464",11,25,9,7,0,1,1
"ENSP00000442464",12,12,4,3,0,1,0
"ENSP00000442477",1,98,45,34,0,10,1
"ENSP00000442477",2,77,28,18,0,10,0
"ENSP00000442477",3,73,37,22,0,13,2
"ENSP00000442477",4,53,24,17,0,7,0
"ENSP00000442477",5,50,26,19,0,7,0
"ENSP00000442477",6,37,21,12,0,8,1
"ENSP00000442477",7,33,21,13,1,6,1
"ENSP00000442477",8,32,16,14,0,2,0
"ENSP00000442477",9,29,9,8,0,1,0
"ENSP00000442477",10,23,10,3,0,7,0
"ENSP00000442563",1,110,56,39,2,15,0
"ENSP00000442563",2,68,27,23,0,4,0
"ENSP00000442563",3,64,28,25,0,3,0
"ENSP00000442563",4,38,16,8,1,6,1
"ENSP00000442563",5,37,11,10,0,1,0
"ENSP00000442563",6,33,9,7,0,2,0
"ENSP00000442563",7,30,17,11,0,6,0
"ENSP00000442563",8,28,13,9,0,4,0
"ENSP00000442563",9,26,6,5,1,0,0
"ENSP00000442563",10,26,9,4,0,5,0
"ENSP00000442563",11,25,7,3,1,3,0
"ENSP00000442682",1,135,40,24,2,12,2
"ENSP00000442682",2,128,70,34,3,32,1
"ENSP00000442682",3,122,61,18,0,40,3
"ENSP00000442688",1,419,168,106,0,58,4
"ENSP00000442688",2,138,33,22,0,10,1
"ENSP00000442701",1,280,121,73,6,41,1
"ENSP00000442701",2,37,12,11,0,1,0
"ENSP00000442773",1,245,109,65,0,43,1
"ENSP00000442773",2,73,23,11,2,7,3
"ENSP00000442786",1,84,23,10,0,13,0
"ENSP00000442786",2,83,12,6,0,6,0
"ENSP00000442811",1,59,15,11,0,4,0
"ENSP00000442811",2,49,22,15,0,7,0
"ENSP00000442811",3,43,13,8,0,5,0
"ENSP00000442811",4,42,12,12,0,0,0
"ENSP00000442811",5,38,12,8,0,4,0
"ENSP00000442811",6,27,10,7,0,3,0
"ENSP00000442811",7,26,8,8,0,0,0
"ENSP00000443017",1,77,39,26,0,12,1
"ENSP00000443017",2,26,19,11,0,8,0
"ENSP00000443189",1,28,6,3,0,3,0
"ENSP00000443189",2,22,6,3,0,3,0
"ENSP00000443189",3,12,5,2,0,3,0
"ENSP00000443194",1,100,37,26,1,10,0
"ENSP00000443194",2,89,39,25,4,10,0
"ENSP00000443194",3,64,16,11,0,4,1
"ENSP00000443194",4,56,36,27,1,7,1
"ENSP00000443194",5,43,20,14,0,6,0
"ENSP00000443359",1,145,2,0,2,0,0
"ENSP00000443359",2,36,0,0,0,0,0
"ENSP00000443429",1,50,12,4,0,8,0
"ENSP00000443429",2,49,17,12,0,5,0
"ENSP00000443429",3,49,16,9,0,7,0
"ENSP00000443429",4,48,17,7,0,10,0
"ENSP00000443429",5,46,13,7,0,6,0
"ENSP00000443429",6,46,14,10,0,3,1
"ENSP00000443429",7,37,9,7,0,2,0
"ENSP00000443429",8,33,8,5,0,3,0
"ENSP00000443432",1,61,19,14,0,5,0
"ENSP00000443432",2,45,19,12,2,5,0
"ENSP00000443432",3,44,17,14,0,3,0
"ENSP00000443432",4,36,16,11,0,5,0
"ENSP00000443432",5,31,14,8,0,6,0
"ENSP00000443432",6,28,13,10,2,1,0
"ENSP00000443432",7,24,10,8,0,2,0
"ENSP00000443432",8,24,8,5,0,3,0
"ENSP00000443432",9,22,7,5,0,2,0
"ENSP00000443432",10,19,9,5,0,3,1
"ENSP00000443432",11,18,5,5,0,0,0
"ENSP00000443432",12,17,9,6,0,2,1
"ENSP00000443432",13,17,6,3,1,2,0
"ENSP00000443432",14,17,10,9,0,1,0
"ENSP00000443432",15,17,12,10,1,1,0
"ENSP00000443459",1,51,17,10,2,5,0
"ENSP00000443459",2,50,16,9,0,7,0
"ENSP00000443459",3,50,20,17,0,3,0
"ENSP00000443459",4,43,16,12,0,4,0
"ENSP00000443459",5,38,14,11,0,3,0
"ENSP00000443459",6,34,13,12,0,1,0
"ENSP00000443459",7,30,13,8,1,4,0
"ENSP00000443459",8,28,13,11,0,1,1
"ENSP00000443459",9,26,14,11,0,2,1
"ENSP00000443459",10,24,8,3,0,5,0
"ENSP00000443459",11,24,11,7,0,4,0
"ENSP00000444031",1,186,69,49,1,15,4
"ENSP00000444031",2,29,7,5,1,1,0
"ENSP00000444054",1,286,150,107,10,32,1
"ENSP00000444054",2,31,12,10,0,1,1
"ENSP00000444081",1,53,26,19,0,7,0
"ENSP00000444081",2,38,16,11,2,3,0
"ENSP00000444081",3,32,17,13,1,3,0
"ENSP00000444081",4,31,17,10,2,4,1
"ENSP00000444081",5,29,14,10,1,3,0
"ENSP00000444081",6,27,9,6,0,3,0
"ENSP00000444081",7,26,12,8,1,3,0
"ENSP00000444081",8,25,6,5,1,0,0
"ENSP00000444081",9,23,10,7,0,3,0
"ENSP00000444081",10,19,11,7,2,2,0
"ENSP00000444350",1,200,56,32,0,22,2
"ENSP00000444350",2,36,21,10,0,7,4
"ENSP00000444408",1,121,59,35,1,22,1
"ENSP00000444408",2,58,22,13,0,8,1
"ENSP00000444408",3,55,24,16,2,5,1
"ENSP00000444408",4,52,12,7,0,5,0
"ENSP00000444408",5,49,7,3,0,4,0
"ENSP00000444408",6,45,22,11,1,10,0
"ENSP00000444408",7,42,10,3,1,6,0
"ENSP00000444408",8,36,13,8,0,5,0
"ENSP00000444408",9,33,11,6,1,4,0
"ENSP00000444408",10,29,10,5,0,5,0
"ENSP00000444408",11,21,10,6,1,3,0
"ENSP00000444736",1,159,73,42,3,26,2
"ENSP00000444736",2,50,23,16,1,6,0
"ENSP00000444736",3,48,24,22,1,1,0
"ENSP00000444736",4,29,10,8,1,1,0
"ENSP00000444736",5,19,12,10,0,2,0
"ENSP00000444736",6,14,3,0,0,3,0
"ENSP00000444788",1,82,34,25,1,7,1
"ENSP00000444788",2,64,38,22,2,14,0
"ENSP00000444788",3,55,21,17,0,4,0
"ENSP00000444788",4,45,15,12,1,2,0
"ENSP00000444788",5,43,21,15,0,6,0
"ENSP00000444788",6,43,17,12,0,5,0
"ENSP00000444788",7,39,15,10,0,5,0
"ENSP00000444788",8,35,13,11,0,2,0
"ENSP00000444823",1,53,27,14,0,12,1
"ENSP00000444823",2,47,22,12,0,10,0
"ENSP00000444823",3,36,15,5,0,10,0
"ENSP00000444856",1,142,41,25,1,15,0
"ENSP00000444856",2,112,20,10,0,10,0
"ENSP00000444856",3,99,28,17,0,11,0
"ENSP00000444856",4,80,20,7,0,12,1
"ENSP00000444856",5,71,21,11,0,10,0
"ENSP00000444856",6,69,12,5,0,6,1
"ENSP00000444856",7,68,13,6,0,7,0
"ENSP00000444856",8,62,17,8,0,9,0
"ENSP00000444856",9,61,13,9,0,3,1
"ENSP00000444925",1,171,69,37,0,30,2
"ENSP00000444925",2,110,31,16,0,15,0
"ENSP00000444925",3,90,31,21,0,10,0
"ENSP00000444925",4,61,23,13,0,10,0
"ENSP00000444925",5,54,8,5,1,2,0
"ENSP00000444925",6,49,13,11,0,2,0
"ENSP00000444925",7,31,6,4,0,2,0
"ENSP00000444925",8,23,10,9,0,1,0
"ENSP00000444925",9,20,7,2,0,5,0
"ENSP00000445175",1,49,16,8,1,5,2
"ENSP00000445175",2,48,13,10,0,3,0
"ENSP00000445175",3,47,15,9,1,4,1
"ENSP00000445175",4,40,15,10,0,5,0
"ENSP00000445175",5,40,11,6,0,5,0
"ENSP00000445175",6,36,14,11,0,3,0
"ENSP00000445175",7,28,7,3,0,4,0
"ENSP00000445175",8,27,10,5,0,5,0
"ENSP00000445175",9,24,8,5,0,3,0
"ENSP00000445175",10,22,9,5,0,4,0
"ENSP00000445345",1,72,34,15,0,19,0
"ENSP00000445345",2,54,36,18,0,17,1
"ENSP00000445345",3,40,20,12,0,8,0
"ENSP00000445345",4,38,17,9,0,8,0
"ENSP00000445345",5,36,23,9,0,14,0
"ENSP00000445345",6,32,15,6,1,8,0
"ENSP00000445345",7,29,22,14,1,6,1
"ENSP00000445345",8,22,16,8,0,8,0
"ENSP00000445366",1,252,82,44,2,33,3
"ENSP00000445366",2,101,21,16,0,4,1
"ENSP00000445383",1,277,120,76,8,31,5
"ENSP00000445383",2,33,19,14,0,4,1
"ENSP00000445496",1,92,32,15,0,17,0
"ENSP00000445496",2,74,18,12,0,6,0
"ENSP00000445496",3,59,28,14,1,13,0
"ENSP00000445496",4,49,13,5,0,8,0
"ENSP00000445496",5,44,6,6,0,0,0
"ENSP00000445496",6,36,13,6,0,7,0
"ENSP00000445649",1,115,46,32,2,10,2
"ENSP00000445649",2,107,36,24,0,12,0
"ENSP00000445649",3,107,39,28,0,10,1
"ENSP00000445649",4,78,40,25,0,14,1
"ENSP00000445649",5,71,21,15,1,5,0
"ENSP00000445649",6,66,27,17,0,10,0
"ENSP00000445649",7,61,21,11,1,8,1
"ENSP00000445649",8,61,23,18,0,4,1
"ENSP00000445649",9,54,21,17,0,4,0
"ENSP00000445649",10,49,17,14,0,3,0
"ENSP00000445688",1,351,59,28,8,21,2
"ENSP00000445688",2,48,11,5,0,4,2
"ENSP00000445829",1,261,127,79,5,34,9
"ENSP00000445829",2,44,21,11,0,10,0
"ENSP00000445829",3,37,16,8,1,7,0
"ENSP00000445920",1,59,26,17,0,9,0
"ENSP00000445920",2,59,16,11,1,3,1
"ENSP00000445920",3,50,25,16,1,7,1
"ENSP00000445920",4,42,19,14,0,5,0
"ENSP00000445920",5,40,18,10,1,7,0
"ENSP00000445929",1,481,140,79,3,49,9
"ENSP00000445929",2,54,7,5,0,1,1
"ENSP00000445983",1,286,115,57,1,56,1
"ENSP00000445983",2,61,25,14,0,11,0
"ENSP00000446121",1,97,22,7,0,14,1
"ENSP00000446121",2,70,8,5,0,3,0
"ENSP00000446121",3,63,2,1,0,1,0
"ENSP00000446121",4,57,2,1,0,1,0
"ENSP00000446121",5,37,0,0,0,0,0
"ENSP00000446121",6,32,0,0,0,0,0
"ENSP00000446121",7,31,0,0,0,0,0
"ENSP00000446384",1,374,153,91,0,59,3
"ENSP00000446384",2,160,64,31,1,29,3
"ENSP00000446428",1,104,46,29,1,15,1
"ENSP00000446428",2,46,10,7,0,3,0
"ENSP00000446823",1,10,0,0,0,0,0
"ENSP00000446823",2,10,1,0,1,0,0
"ENSP00000446823",3,9,0,0,0,0,0
"ENSP00000446823",4,7,1,0,0,0,1
"ENSP00000446823",5,7,0,0,0,0,0
"ENSP00000446823",6,6,0,0,0,0,0
"ENSP00000446823",7,6,0,0,0,0,0
"ENSP00000446823",8,6,0,0,0,0,0
"ENSP00000446823",9,3,0,0,0,0,0
"ENSP00000446916",1,169,78,54,2,20,2
"ENSP00000446916",2,38,20,11,0,8,1
"ENSP00000446916",3,34,15,7,1,5,2
"ENSP00000446921",1,129,12,3,1,5,3
"ENSP00000446921",2,76,7,3,1,3,0
"ENSP00000447053",1,59,13,8,0,5,0
"ENSP00000447053",2,58,28,15,0,12,1
"ENSP00000447053",3,45,17,3,0,14,0
"ENSP00000447053",4,35,21,13,2,5,1
"ENSP00000447053",5,33,11,8,0,3,0
"ENSP00000447053",6,19,6,3,0,3,0
"ENSP00000447056",1,52,22,13,0,7,2
"ENSP00000447056",2,15,6,5,0,1,0
"ENSP00000447149",1,137,48,31,0,17,0
"ENSP00000447149",2,132,49,34,2,11,2
"ENSP00000447149",3,114,39,23,1,15,0
"ENSP00000447149",4,103,24,14,0,10,0
"ENSP00000447447",1,154,75,49,2,22,2
"ENSP00000447447",2,123,62,28,7,26,1
"ENSP00000447447",3,108,55,38,5,10,2
"ENSP00000447447",4,72,36,23,3,9,1
"ENSP00000447447",5,47,15,11,0,3,1
"ENSP00000447447",6,39,25,21,1,3,0
"ENSP00000447488",1,103,34,25,0,9,0
"ENSP00000447488",2,94,40,25,0,14,1
"ENSP00000447488",3,23,6,4,0,2,0
"ENSP00000447488",4,13,7,6,0,1,0
"ENSP00000447537",1,127,53,33,0,20,0
"ENSP00000447537",2,26,16,12,0,4,0
"ENSP00000447650",1,98,40,26,0,14,0
"ENSP00000447650",2,24,16,12,0,4,0
"ENSP00000447690",1,93,30,17,0,13,0
"ENSP00000447690",2,47,12,7,0,5,0
"ENSP00000447690",3,27,8,7,0,1,0
"ENSP00000447690",4,26,6,3,0,3,0
"ENSP00000447690",5,20,8,6,0,2,0
"ENSP00000447731",1,302,88,57,3,28,0
"ENSP00000447731",2,35,13,13,0,0,0
"ENSP00000448059",1,237,115,78,3,32,2
"ENSP00000448059",2,122,61,40,1,20,0
"ENSP00000448059",3,93,38,28,0,7,3
"ENSP00000448182",1,143,50,32,0,13,5
"ENSP00000448182",2,126,41,28,0,12,1
"ENSP00000448182",3,78,32,20,0,12,0
"ENSP00000448182",4,70,19,11,0,7,1
"ENSP00000448182",5,63,29,17,0,11,1
"ENSP00000448182",6,63,20,13,0,7,0
"ENSP00000448182",7,59,19,11,0,8,0
"ENSP00000448182",8,53,22,14,0,8,0
"ENSP00000448182",9,36,15,14,0,1,0
"ENSP00000448219",1,312,109,68,5,36,0
"ENSP00000448219",2,21,10,6,0,4,0
"ENSP00000448323",1,145,63,38,0,24,1
"ENSP00000448323",2,126,80,42,0,33,5
"ENSP00000448323",3,105,45,29,0,14,2
"ENSP00000448323",4,80,18,11,0,7,0
"ENSP00000448323",5,72,33,20,0,13,0
"ENSP00000448323",6,68,27,14,0,13,0
"ENSP00000448323",7,47,29,15,0,14,0
"ENSP00000448323",8,34,11,4,0,7,0
"ENSP00000448385",1,122,45,27,2,15,1
"ENSP00000448385",2,121,49,34,1,13,1
"ENSP00000448385",3,93,17,12,0,5,0
"ENSP00000448385",4,51,35,27,0,6,2
"ENSP00000448789",1,284,135,87,2,41,5
"ENSP00000448789",2,30,10,6,0,4,0
"ENSP00000448912",1,44,10,4,0,6,0
"ENSP00000448912",2,28,7,5,0,2,0
"ENSP00000448912",3,26,5,4,0,1,0
"ENSP00000448912",4,24,0,0,0,0,0
"ENSP00000448912",5,23,3,2,0,1,0
"ENSP00000448912",6,19,4,3,0,1,0
"ENSP00000448912",7,17,2,2,0,0,0
"ENSP00000448912",8,13,9,5,0,3,1
"ENSP00000449002",1,282,6,1,3,2,0
"ENSP00000449002",2,44,4,2,0,2,0
"ENSP00000449044",1,18,2,0,0,2,0
"ENSP00000449044",2,16,2,1,0,1,0
"ENSP00000449044",3,14,6,3,0,3,0
"ENSP00000449044",4,14,2,0,0,2,0
"ENSP00000449044",5,14,2,0,0,2,0
"ENSP00000449044",6,13,4,0,0,4,0
"ENSP00000449044",7,13,4,4,0,0,0
"ENSP00000449044",8,13,5,3,0,2,0
"ENSP00000449044",9,12,3,2,0,1,0
"ENSP00000449044",10,11,1,1,0,0,0
"ENSP00000449044",11,11,3,2,0,1,0
"ENSP00000449044",12,10,2,1,0,1,0
"ENSP00000449044",13,10,2,1,0,1,0
"ENSP00000449044",14,10,2,1,0,1,0
"ENSP00000449044",15,9,4,3,0,1,0
"ENSP00000449044",16,9,2,2,0,0,0
"ENSP00000449044",17,9,1,1,0,0,0
"ENSP00000449044",18,8,1,0,0,1,0
"ENSP00000449253",1,181,38,18,0,19,1
"ENSP00000449253",2,125,41,18,0,20,3
"ENSP00000449253",3,121,44,28,1,15,0
"ENSP00000449253",4,85,31,19,0,12,0
"ENSP00000449253",5,73,18,10,0,8,0
"ENSP00000449253",6,53,31,13,1,16,1
"ENSP00000449584",1,233,98,66,3,27,2
"ENSP00000449584",2,112,46,32,3,10,1
"ENSP00000449584",3,76,23,9,1,11,2
"ENSP00000449751",1,61,25,17,0,7,1
"ENSP00000449751",2,55,27,17,0,10,0
"ENSP00000449751",3,49,23,15,0,8,0
"ENSP00000449751",4,36,11,8,0,3,0
"ENSP00000449770",1,44,8,5,0,3,0
"ENSP00000449770",2,44,10,6,0,4,0
"ENSP00000449770",3,44,12,8,0,4,0
"ENSP00000449770",4,21,3,1,0,2,0
"ENSP00000449770",5,10,0,0,0,0,0
"ENSP00000449795",1,30,12,6,0,6,0
"ENSP00000449795",2,28,9,7,0,2,0
"ENSP00000449795",3,18,5,4,0,1,0
"ENSP00000449824",1,79,30,18,0,12,0
"ENSP00000449824",2,75,28,18,0,10,0
"ENSP00000449824",3,47,9,8,0,1,0
"ENSP00000449824",4,42,11,7,1,2,1
"ENSP00000449999",1,37,13,6,0,7,0
"ENSP00000449999",2,36,13,10,0,3,0
"ENSP00000449999",3,28,8,5,0,2,1
"ENSP00000449999",4,25,14,12,0,2,0
"ENSP00000449999",5,24,7,6,0,0,1
"ENSP00000449999",6,20,9,5,1,3,0
"ENSP00000449999",7,18,10,6,0,4,0
"ENSP00000450353",1,118,55,41,1,12,1
"ENSP00000450353",2,93,35,21,0,14,0
"ENSP00000450353",3,50,25,20,0,5,0
"ENSP00000450436",1,86,25,13,0,12,0
"ENSP00000450436",2,59,22,16,0,5,1
"ENSP00000450436",3,54,25,16,1,8,0
"ENSP00000450436",4,49,18,15,0,3,0
"ENSP00000450436",5,45,17,14,1,2,0
"ENSP00000450436",6,45,14,11,0,3,0
"ENSP00000450436",7,43,18,9,0,9,0
"ENSP00000450436",8,42,12,9,0,2,1
"ENSP00000450436",9,35,13,8,1,4,0
"ENSP00000450436",10,33,14,9,0,4,1
"ENSP00000450436",11,26,9,7,0,2,0
"ENSP00000450436",12,18,6,3,0,3,0
"ENSP00000450456",1,81,21,14,0,6,1
