"ENSG","cluster_membership","cluster_size","n.mut"
"ENSG00000105514",5,22,13
"ENSG00000105514",6,19,15
"ENSG00000105514",7,18,16
"ENSG00000105514",8,18,16
"ENSG00000105514",9,18,14
"ENSG00000105514",10,14,16
"ENSG00000105518",1,98,40
"ENSG00000105518",2,54,40
"ENSG00000105518",3,37,24
"ENSG00000105519",1,91,123
"ENSG00000105519",2,62,25
"ENSG00000105519",3,55,66
"ENSG00000105519",4,37,42
"ENSG00000105519",5,30,4
"ENSG00000105552",1,54,52
"ENSG00000105552",2,51,26
"ENSG00000105552",3,50,36
"ENSG00000105552",4,47,15
"ENSG00000105552",5,45,17
"ENSG00000105552",6,39,24
"ENSG00000105552",7,33,16
"ENSG00000105552",8,32,19
"ENSG00000105552",9,24,15
"ENSG00000105552",10,24,18
"ENSG00000105552",11,23,6
"ENSG00000105552",12,23,9
"ENSG00000105583",1,41,30
"ENSG00000105583",2,38,22
"ENSG00000105583",3,27,10
"ENSG00000105605",1,227,123
"ENSG00000105605",2,48,28
"ENSG00000105607",1,90,56
"ENSG00000105607",2,83,47
"ENSG00000105607",3,64,49
"ENSG00000105607",4,58,35
"ENSG00000105607",5,54,48
"ENSG00000105607",6,47,31
"ENSG00000105607",7,42,22
"ENSG00000105609",1,76,56
"ENSG00000105609",2,67,35
"ENSG00000105609",3,63,64
"ENSG00000105609",4,53,35
"ENSG00000105609",5,52,32
"ENSG00000105609",6,50,26
"ENSG00000105609",7,47,51
"ENSG00000105609",8,43,36
"ENSG00000105609",9,43,20
"ENSG00000105609",10,38,5
"ENSG00000105609",11,38,62
"ENSG00000105609",12,26,20
"ENSG00000105609",13,26,15
"ENSG00000105612",1,66,38
"ENSG00000105612",2,49,23
"ENSG00000105612",3,46,22
"ENSG00000105612",4,44,34
"ENSG00000105612",5,43,25
"ENSG00000105612",6,40,23
"ENSG00000105612",7,37,23
"ENSG00000105612",8,35,21
"ENSG00000105617",1,69,47
"ENSG00000105617",2,50,56
"ENSG00000105617",3,37,34
"ENSG00000105617",4,34,80
"ENSG00000105617",5,28,26
"ENSG00000105617",6,23,21
"ENSG00000105617",7,23,42
"ENSG00000105618",1,109,58
"ENSG00000105618",2,80,15
"ENSG00000105618",3,73,39
"ENSG00000105618",4,56,40
"ENSG00000105618",5,42,21
"ENSG00000105618",6,42,22
"ENSG00000105618",7,42,25
"ENSG00000105618",8,37,17
"ENSG00000105618",9,18,12
"ENSG00000105640",1,66,29
"ENSG00000105640",2,52,25
"ENSG00000105640",3,31,17
"ENSG00000105640",4,27,11
"ENSG00000105642",1,178,70
"ENSG00000105642",2,144,78
"ENSG00000105642",3,86,28
"ENSG00000105642",4,85,60
"ENSG00000105642",5,50,24
"ENSG00000105643",1,95,65
"ENSG00000105643",2,92,87
"ENSG00000105643",3,61,48
"ENSG00000105643",4,53,49
"ENSG00000105643",5,46,44
"ENSG00000105643",6,32,24
"ENSG00000105643",7,28,24
"ENSG00000105649",1,166,77
"ENSG00000105649",2,32,19
"ENSG00000105649",3,22,16
"ENSG00000105650",1,409,238
"ENSG00000105650",2,125,65
"ENSG00000105650",3,97,64
"ENSG00000105650",4,81,28
"ENSG00000105655",1,450,267
"ENSG00000105655",2,65,41
"ENSG00000105655",3,43,44
"ENSG00000105664",1,153,94
"ENSG00000105664",2,144,77
"ENSG00000105664",3,125,90
"ENSG00000105664",4,86,29
"ENSG00000105664",5,85,51
"ENSG00000105664",6,60,16
"ENSG00000105664",7,55,28
"ENSG00000105664",8,49,19
"ENSG00000105668",1,199,161
"ENSG00000105668",2,50,17
"ENSG00000105668",3,24,21
"ENSG00000105669",1,114,58
"ENSG00000105669",2,75,71
"ENSG00000105669",3,54,38
"ENSG00000105669",4,34,20
"ENSG00000105669",5,31,11
"ENSG00000105669",6,23,32
"ENSG00000105676",1,230,160
"ENSG00000105676",2,164,136
"ENSG00000105676",3,107,82
"ENSG00000105677",1,163,88
"ENSG00000105677",2,61,35
"ENSG00000105679",1,83,63
"ENSG00000105679",2,69,41
"ENSG00000105679",3,68,52
"ENSG00000105679",4,65,42
"ENSG00000105679",5,55,35
"ENSG00000105679",6,43,22
"ENSG00000105679",7,25,8
"ENSG00000105701",1,136,93
"ENSG00000105701",2,117,66
"ENSG00000105701",3,99,46
"ENSG00000105701",4,89,39
"ENSG00000105707",1,111,45
"ENSG00000105707",2,105,66
"ENSG00000105707",3,76,47
"ENSG00000105707",4,71,36
"ENSG00000105707",5,54,39
"ENSG00000105711",1,103,58
"ENSG00000105711",2,57,31
"ENSG00000105711",3,34,6
"ENSG00000105711",4,26,8
"ENSG00000105711",5,19,5
"ENSG00000105711",6,19,13
"ENSG00000105711",7,10,4
"ENSG00000105755",1,37,10
"ENSG00000105755",2,34,20
"ENSG00000105755",3,29,17
"ENSG00000105755",4,29,15
"ENSG00000105755",5,26,9
"ENSG00000105755",6,24,13
"ENSG00000105755",7,23,5
"ENSG00000105755",8,22,16
"ENSG00000105755",9,20,2
"ENSG00000105755",10,16,8
"ENSG00000105767",1,317,129
"ENSG00000105767",2,71,24
"ENSG00000105778",1,254,137
"ENSG00000105778",2,147,82
"ENSG00000105778",3,91,29
"ENSG00000105778",4,83,37
"ENSG00000105778",5,73,38
"ENSG00000105793",1,135,96
"ENSG00000105793",2,83,54
"ENSG00000105793",3,65,34
"ENSG00000105793",4,47,20
"ENSG00000105793",5,45,16
"ENSG00000105793",6,12,7
"ENSG00000105810",1,150,47
"ENSG00000105810",2,48,17
"ENSG00000105810",3,44,15
"ENSG00000105810",4,38,9
"ENSG00000105810",5,29,12
"ENSG00000105810",6,17,2
"ENSG00000105825",1,65,35
"ENSG00000105825",2,60,58
"ENSG00000105825",3,54,41
"ENSG00000105825",4,32,17
"ENSG00000105825",5,24,23
"ENSG00000105829",1,97,32
"ENSG00000105829",2,36,15
"ENSG00000105852",1,307,177
"ENSG00000105852",2,47,36
"ENSG00000105854",1,34,10
"ENSG00000105854",2,33,16
"ENSG00000105854",3,31,19
"ENSG00000105854",4,24,17
"ENSG00000105854",5,23,9
"ENSG00000105854",6,23,26
"ENSG00000105854",7,22,7
"ENSG00000105854",8,21,9
"ENSG00000105854",9,21,13
"ENSG00000105854",10,20,7
"ENSG00000105854",11,20,3
"ENSG00000105854",12,17,10
"ENSG00000105854",13,16,12
"ENSG00000105854",14,16,11
"ENSG00000105854",15,15,8
"ENSG00000105854",16,15,13
"ENSG00000105854",17,14,10
"ENSG00000105854",18,10,5
"ENSG00000105865",1,56,25
"ENSG00000105865",2,50,20
"ENSG00000105865",3,48,15
"ENSG00000105865",4,42,14
"ENSG00000105865",5,38,11
"ENSG00000105865",6,30,23
"ENSG00000105865",7,27,10
"ENSG00000105865",8,26,16
"ENSG00000105887",1,36,6
"ENSG00000105887",2,32,5
"ENSG00000105887",3,26,11
"ENSG00000105887",4,24,5
"ENSG00000105928",1,122,81
"ENSG00000105928",2,100,63
"ENSG00000105928",3,94,81
"ENSG00000105928",4,69,60
"ENSG00000105928",5,58,64
"ENSG00000105928",6,53,38
"ENSG00000105929",1,196,123
"ENSG00000105929",2,156,93
"ENSG00000105929",3,114,84
"ENSG00000105929",4,88,50
"ENSG00000105929",5,85,57
"ENSG00000105929",6,82,44
"ENSG00000105929",7,80,49
"ENSG00000105929",8,39,21
"ENSG00000105963",1,135,55
"ENSG00000105963",2,128,145
"ENSG00000105963",3,122,106
"ENSG00000105967",1,99,48
"ENSG00000105967",2,77,46
"ENSG00000105967",3,71,53
"ENSG00000105967",4,64,41
"ENSG00000105967",5,36,23
"ENSG00000105968",1,33,8
"ENSG00000105968",2,28,7
"ENSG00000105968",3,24,5
"ENSG00000105968",4,17,6
"ENSG00000105968",5,14,1
"ENSG00000105968",6,12,1
"ENSG00000105971",1,124,71
"ENSG00000105971",2,38,24
"ENSG00000105974",1,130,63
"ENSG00000105974",2,48,20
"ENSG00000105982",1,149,89
"ENSG00000105982",2,84,45
"ENSG00000105982",3,76,62
"ENSG00000105982",4,53,26
"ENSG00000105989",1,94,68
"ENSG00000105989",2,78,42
"ENSG00000105989",3,66,37
"ENSG00000105989",4,48,13
"ENSG00000105989",5,38,25
"ENSG00000105989",6,36,19
"ENSG00000105991",1,230,204
"ENSG00000105991",2,105,68
"ENSG00000105993",1,73,25
"ENSG00000105993",2,66,26
"ENSG00000105993",3,60,35
"ENSG00000105993",4,59,27
"ENSG00000105993",5,51,30
"ENSG00000105993",6,17,10
"ENSG00000105997",1,148,126
"ENSG00000105997",2,146,74
"ENSG00000105997",3,59,27
"ENSG00000105997",4,51,51
"ENSG00000105997",5,39,17
"ENSG00000106003",1,139,123
"ENSG00000106003",2,131,109
"ENSG00000106003",3,109,19
"ENSG00000106004",1,130,85
"ENSG00000106004",2,69,25
"ENSG00000106004",3,40,30
"ENSG00000106004",4,31,18
"ENSG00000106006",1,62,38
"ENSG00000106006",2,61,48
"ENSG00000106006",3,35,28
"ENSG00000106006",4,32,26
"ENSG00000106006",5,26,36
"ENSG00000106006",6,17,12
"ENSG00000106013",1,37,19
"ENSG00000106013",2,36,16
"ENSG00000106013",3,34,20
"ENSG00000106013",4,34,15
"ENSG00000106013",5,33,22
"ENSG00000106013",6,31,12
"ENSG00000106013",7,28,9
"ENSG00000106013",8,21,9
"ENSG00000106013",9,20,10
"ENSG00000106025",1,142,59
"ENSG00000106025",2,71,34
"ENSG00000106025",3,55,36
"ENSG00000106025",4,37,12
"ENSG00000106028",1,119,48
"ENSG00000106028",2,29,23
"ENSG00000106049",1,60,36
"ENSG00000106049",2,59,43
"ENSG00000106049",3,49,26
"ENSG00000106049",4,45,27
"ENSG00000106049",5,45,7
"ENSG00000106049",6,40,16
"ENSG00000106049",7,29,21
"ENSG00000106049",8,9,4
"ENSG00000106066",1,129,50
"ENSG00000106066",2,72,37
"ENSG00000106066",3,66,38
"ENSG00000106066",4,54,39
"ENSG00000106066",5,45,32
"ENSG00000106066",6,40,29
"ENSG00000106066",7,35,17
"ENSG00000106066",8,35,32
"ENSG00000106077",1,252,158
"ENSG00000106077",2,63,50
"ENSG00000106080",1,170,94
"ENSG00000106080",2,41,20
"ENSG00000106105",1,206,121
"ENSG00000106105",2,155,106
"ENSG00000106105",3,133,48
"ENSG00000106105",4,131,49
"ENSG00000106105",5,114,61
"ENSG00000106113",1,75,47
"ENSG00000106113",2,72,45
"ENSG00000106113",3,63,8
"ENSG00000106113",4,56,37
"ENSG00000106113",5,42,32
"ENSG00000106113",6,41,28
"ENSG00000106113",7,38,22
"ENSG00000106113",8,32,18
"ENSG00000106113",9,19,14
"ENSG00000106128",1,76,37
"ENSG00000106128",2,75,45
"ENSG00000106128",3,58,54
"ENSG00000106128",4,51,25
"ENSG00000106128",5,38,24
"ENSG00000106128",6,36,22
"ENSG00000106128",7,36,29
"ENSG00000106128",8,34,25
"ENSG00000106128",9,19,22
"ENSG00000106144",1,193,114
"ENSG00000106144",2,178,102
"ENSG00000106144",3,81,35
"ENSG00000106153",1,52,26
"ENSG00000106153",2,42,17
"ENSG00000106153",3,37,29
"ENSG00000106153",4,20,20
"ENSG00000106178",1,94,64
"ENSG00000106178",2,25,18
"ENSG00000106211",1,46,22
"ENSG00000106211",2,43,30
"ENSG00000106211",3,32,34
"ENSG00000106211",4,25,20
"ENSG00000106211",5,22,14
"ENSG00000106211",6,20,12
"ENSG00000106211",7,17,11
"ENSG00000106236",1,82,45
"ENSG00000106236",2,74,58
"ENSG00000106236",3,73,55
"ENSG00000106236",4,52,5
"ENSG00000106236",5,34,6
"ENSG00000106236",6,30,1
"ENSG00000106236",7,30,7
"ENSG00000106236",8,28,24
"ENSG00000106236",9,28,21
"ENSG00000106244",1,61,27
"ENSG00000106244",2,51,23
"ENSG00000106244",3,28,18
"ENSG00000106244",4,28,18
"ENSG00000106244",5,13,6
"ENSG00000106245",1,33,22
"ENSG00000106245",2,24,2
"ENSG00000106245",3,17,9
"ENSG00000106245",4,17,5
"ENSG00000106245",5,14,11
"ENSG00000106245",6,14,3
"ENSG00000106245",7,13,3
"ENSG00000106245",8,12,11
"ENSG00000106258",1,273,152
"ENSG00000106258",2,66,39
"ENSG00000106258",3,59,31
"ENSG00000106258",4,54,20
"ENSG00000106258",5,50,30
"ENSG00000106266",1,257,223
"ENSG00000106266",2,66,40
"ENSG00000106266",3,59,39
"ENSG00000106266",4,44,28
"ENSG00000106266",5,39,24
"ENSG00000106268",1,82,84
"ENSG00000106268",2,27,28
"ENSG00000106268",3,25,8
"ENSG00000106268",4,23,23
"ENSG00000106268",5,22,25
"ENSG00000106299",1,219,98
"ENSG00000106299",2,144,58
"ENSG00000106299",3,105,24
"ENSG00000106299",4,37,15
"ENSG00000106302",1,120,89
"ENSG00000106302",2,80,62
"ENSG00000106302",3,56,32
"ENSG00000106302",4,55,31
"ENSG00000106302",5,51,21
"ENSG00000106302",6,42,35
"ENSG00000106302",7,42,39
"ENSG00000106302",8,35,11
"ENSG00000106305",1,274,261
"ENSG00000106305",2,46,41
"ENSG00000106328",1,98,71
"ENSG00000106328",2,66,61
"ENSG00000106328",3,65,49
"ENSG00000106328",4,63,41
"ENSG00000106328",5,61,59
"ENSG00000106328",6,57,21
"ENSG00000106328",7,54,30
"ENSG00000106328",8,34,24
"ENSG00000106330",1,219,156
"ENSG00000106330",2,16,9
"ENSG00000106333",1,168,124
"ENSG00000106333",2,151,98
"ENSG00000106333",3,130,85
"ENSG00000106355",1,78,24
"ENSG00000106355",2,13,18
"ENSG00000106366",1,74,54
"ENSG00000106366",2,64,44
"ENSG00000106366",3,61,42
"ENSG00000106366",4,59,32
"ENSG00000106366",5,49,34
"ENSG00000106366",6,39,22
"ENSG00000106366",7,33,21
"ENSG00000106366",8,23,7
"ENSG00000106367",1,43,36
"ENSG00000106367",2,37,9
"ENSG00000106367",3,31,5
"ENSG00000106367",4,30,8
"ENSG00000106367",5,26,16
"ENSG00000106367",6,24,4
"ENSG00000106384",1,63,65
"ENSG00000106384",2,58,46
"ENSG00000106384",3,56,44
"ENSG00000106384",4,52,38
"ENSG00000106384",5,50,35
"ENSG00000106384",6,43,37
"ENSG00000106384",7,22,7
"ENSG00000106392",1,76,46
"ENSG00000106392",2,63,29
"ENSG00000106392",3,61,40
"ENSG00000106392",4,54,23
"ENSG00000106392",5,52,38
"ENSG00000106392",6,37,9
"ENSG00000106392",7,20,17
"ENSG00000106397",1,109,130
"ENSG00000106397",2,89,75
"ENSG00000106397",3,88,57
"ENSG00000106397",4,87,66
"ENSG00000106397",5,79,51
"ENSG00000106397",6,76,53
"ENSG00000106397",7,75,63
"ENSG00000106397",8,55,17
"ENSG00000106397",9,53,44
"ENSG00000106397",10,27,17
"ENSG00000106399",1,87,62
"ENSG00000106399",2,34,22
"ENSG00000106400",1,46,45
"ENSG00000106400",2,45,22
"ENSG00000106400",3,45,26
"ENSG00000106400",4,18,17
"ENSG00000106404",1,171,90
"ENSG00000106404",2,31,28
"ENSG00000106404",3,26,15
"ENSG00000106436",1,63,70
"ENSG00000106436",2,48,29
"ENSG00000106436",3,44,34
"ENSG00000106436",4,42,6
"ENSG00000106436",5,29,16
"ENSG00000106460",1,164,89
"ENSG00000106460",2,63,26
"ENSG00000106460",3,47,19
"ENSG00000106462",1,98,22
"ENSG00000106462",2,88,19
"ENSG00000106462",3,88,22
"ENSG00000106462",4,84,20
"ENSG00000106462",5,76,14
"ENSG00000106462",6,76,21
"ENSG00000106462",7,73,28
"ENSG00000106462",8,56,15
"ENSG00000106462",9,42,9
"ENSG00000106462",10,42,26
"ENSG00000106462",11,28,9
"ENSG00000106484",1,277,101
"ENSG00000106484",2,58,17
"ENSG00000106537",1,124,78
"ENSG00000106537",2,40,17
"ENSG00000106537",3,40,17
"ENSG00000106538",1,111,74
"ENSG00000106538",2,32,10
"ENSG00000106538",3,20,5
"ENSG00000106541",1,150,65
"ENSG00000106541",2,45,12
"ENSG00000106560",1,137,87
"ENSG00000106560",2,126,70
"ENSG00000106560",3,60,27
"ENSG00000106560",4,14,10
"ENSG00000106588",1,43,22
"ENSG00000106588",2,39,10
"ENSG00000106588",3,36,4
"ENSG00000106588",4,32,12
"ENSG00000106588",5,30,15
"ENSG00000106588",6,22,4
"ENSG00000106588",7,19,6
"ENSG00000106588",8,13,5
"ENSG00000106591",1,117,82
"ENSG00000106591",2,56,62
"ENSG00000106591",3,15,7
"ENSG00000106603",1,49,18
"ENSG00000106603",2,32,27
"ENSG00000106603",3,25,24
"ENSG00000106603",4,23,15
"ENSG00000106603",5,17,6
"ENSG00000106605",1,101,63
"ENSG00000106605",2,63,47
"ENSG00000106605",3,43,25
"ENSG00000106605",4,42,11
"ENSG00000106605",5,27,11
"ENSG00000106605",6,20,16
"ENSG00000106615",1,51,18
"ENSG00000106615",2,36,6
"ENSG00000106615",3,32,7
"ENSG00000106615",4,26,4
"ENSG00000106615",5,23,4
"ENSG00000106615",6,16,9
"ENSG00000106628",1,88,41
"ENSG00000106628",2,80,38
"ENSG00000106628",3,73,46
"ENSG00000106628",4,65,41
"ENSG00000106628",5,63,52
"ENSG00000106628",6,55,46
"ENSG00000106628",7,45,40
"ENSG00000106631",1,89,38
"ENSG00000106631",2,70,46
"ENSG00000106631",3,38,39
"ENSG00000106633",1,85,41
"ENSG00000106633",2,60,31
"ENSG00000106633",3,53,21
"ENSG00000106633",4,44,29
"ENSG00000106633",5,41,14
"ENSG00000106633",6,40,18
"ENSG00000106633",7,32,22
"ENSG00000106633",8,31,11
"ENSG00000106633",9,30,7
"ENSG00000106633",10,30,7
"ENSG00000106633",11,20,11
"ENSG00000106636",1,73,28
"ENSG00000106636",2,72,27
"ENSG00000106636",3,53,40
"ENSG00000106638",1,127,99
"ENSG00000106638",2,96,78
"ENSG00000106638",3,88,52
"ENSG00000106638",4,82,55
"ENSG00000106638",5,54,38
"ENSG00000106648",1,82,39
"ENSG00000106648",2,80,52
"ENSG00000106648",3,77,60
"ENSG00000106648",4,73,55
"ENSG00000106648",5,63,44
"ENSG00000106648",6,35,30
"ENSG00000106648",7,33,30
"ENSG00000106682",1,116,61
"ENSG00000106682",2,99,29
"ENSG00000106682",3,33,17
"ENSG00000106701",1,498,54
"ENSG00000106701",2,32,5
"ENSG00000106733",1,34,6
"ENSG00000106733",2,27,18
"ENSG00000106733",3,26,21
"ENSG00000106733",4,22,11
"ENSG00000106733",5,22,13
"ENSG00000106733",6,21,9
"ENSG00000106733",7,16,24
"ENSG00000106733",8,14,10
"ENSG00000106733",9,12,7
"ENSG00000106733",10,9,9
"ENSG00000106785",1,239,141
"ENSG00000106785",2,106,54
"ENSG00000106785",3,97,54
"ENSG00000106803",1,57,28
"ENSG00000106803",2,39,21
"ENSG00000106809",1,71,30
"ENSG00000106809",2,66,30
"ENSG00000106809",3,49,17
"ENSG00000106809",4,40,23
"ENSG00000106809",5,40,13
"ENSG00000106809",6,32,18
"ENSG00000106819",1,61,21
"ENSG00000106819",2,53,25
"ENSG00000106819",3,44,27
"ENSG00000106819",4,37,11
"ENSG00000106819",5,37,15
"ENSG00000106819",6,31,16
"ENSG00000106819",7,30,13
"ENSG00000106819",8,30,12
"ENSG00000106819",9,29,17
"ENSG00000106819",10,28,18
"ENSG00000106853",1,130,81
"ENSG00000106853",2,98,43
"ENSG00000106853",3,41,18
"ENSG00000106853",4,39,25
"ENSG00000106853",5,21,13
"ENSG00000106952",1,64,30
"ENSG00000106952",2,47,23
"ENSG00000106952",3,47,23
"ENSG00000106952",4,42,19
"ENSG00000106952",5,34,19
"ENSG00000106992",1,185,127
"ENSG00000106992",2,25,13
"ENSG00000106993",1,85,36
"ENSG00000106993",2,73,20
"ENSG00000106993",3,55,22
"ENSG00000106993",4,28,11
"ENSG00000106993",5,28,30
"ENSG00000106993",6,23,12
"ENSG00000106993",7,23,16
"ENSG00000106993",8,22,20
"ENSG00000107014",1,93,61
"ENSG00000107014",2,34,32
"ENSG00000107014",3,31,19
"ENSG00000107014",4,27,14
"ENSG00000107018",1,53,40
"ENSG00000107018",2,29,21
"ENSG00000107018",3,28,28
"ENSG00000107018",4,27,28
"ENSG00000107018",5,24,5
"ENSG00000107018",6,24,16
"ENSG00000107020",1,55,48
"ENSG00000107020",2,43,40
"ENSG00000107020",3,25,29
"ENSG00000107020",4,24,19
"ENSG00000107021",1,149,81
"ENSG00000107021",2,79,37
"ENSG00000107021",3,64,23
"ENSG00000107021",4,41,15
"ENSG00000107021",5,39,11
"ENSG00000107021",6,28,8
"ENSG00000107105",1,87,32
"ENSG00000107105",2,67,40
"ENSG00000107105",3,66,39
"ENSG00000107105",4,59,24
"ENSG00000107105",5,42,22
"ENSG00000107105",6,36,12
"ENSG00000107105",7,32,20
"ENSG00000107130",1,101,23
"ENSG00000107130",2,89,26
"ENSG00000107164",1,87,31
"ENSG00000107164",2,72,57
"ENSG00000107164",3,72,40
"ENSG00000107164",4,58,36
"ENSG00000107164",5,53,21
"ENSG00000107164",6,45,25
"ENSG00000107164",7,40,8
"ENSG00000107164",8,39,9
"ENSG00000107164",9,35,11
"ENSG00000107164",10,34,16
"ENSG00000107164",11,26,13
"ENSG00000107164",12,11,10
"ENSG00000107201",1,378,199
"ENSG00000107201",2,250,122
"ENSG00000107201",3,241,114
"ENSG00000107201",4,56,23
"ENSG00000107223",1,57,29
"ENSG00000107223",2,39,11
"ENSG00000107223",3,23,9
"ENSG00000107223",4,19,16
"ENSG00000107223",5,10,4
"ENSG00000107242",1,266,0
"ENSG00000107242",2,129,0
"ENSG00000107242",3,92,0
"ENSG00000107242",4,62,0
"ENSG00000107295",1,104,38
"ENSG00000107295",2,100,58
"ENSG00000107295",3,75,40
"ENSG00000107295",4,38,12
"ENSG00000107295",5,35,29
"ENSG00000107317",1,164,122
"ENSG00000107317",2,35,22
"ENSG00000107317",3,25,13
"ENSG00000107341",1,100,31
"ENSG00000107341",2,70,26
"ENSG00000107341",3,68,17
"ENSG00000107362",1,130,43
"ENSG00000107362",2,74,36
"ENSG00000107362",3,52,22
"ENSG00000107362",4,37,12
"ENSG00000107371",1,56,42
"ENSG00000107371",2,49,18
"ENSG00000107371",3,38,22
"ENSG00000107371",4,30,15
"ENSG00000107371",5,29,16
"ENSG00000107371",6,29,73
"ENSG00000107371",7,27,22
"ENSG00000107371",8,17,7
"ENSG00000107372",1,96,26
"ENSG00000107372",2,59,19
"ENSG00000107372",3,58,11
"ENSG00000107404",1,200,217
"ENSG00000107404",2,148,194
"ENSG00000107404",3,137,126
"ENSG00000107404",4,136,132
"ENSG00000107404",5,74,99
"ENSG00000107438",1,105,49
"ENSG00000107438",2,55,39
"ENSG00000107438",3,49,44
"ENSG00000107438",4,43,20
"ENSG00000107438",5,40,35
"ENSG00000107438",6,37,20
"ENSG00000107447",1,360,219
"ENSG00000107447",2,149,119
"ENSG00000107485",1,261,175
"ENSG00000107485",2,152,76
"ENSG00000107485",3,31,10
"ENSG00000107537",1,122,88
"ENSG00000107537",2,75,60
"ENSG00000107537",3,62,34
"ENSG00000107537",4,30,5
"ENSG00000107537",5,27,33
"ENSG00000107537",6,22,11
"ENSG00000107551",1,130,103
"ENSG00000107551",2,101,91
"ENSG00000107551",3,50,35
"ENSG00000107551",4,28,22
"ENSG00000107551",5,21,12
"ENSG00000107566",1,85,11
"ENSG00000107566",2,66,49
"ENSG00000107566",3,51,15
"ENSG00000107566",4,46,21
"ENSG00000107566",5,41,16
"ENSG00000107566",6,32,7
"ENSG00000107566",7,27,24
"ENSG00000107614",1,69,34
"ENSG00000107614",2,60,34
"ENSG00000107614",3,47,31
"ENSG00000107614",4,46,30
"ENSG00000107614",5,45,21
"ENSG00000107614",6,40,42
"ENSG00000107614",7,33,10
"ENSG00000107614",8,26,26
"ENSG00000107614",9,25,13
"ENSG00000107623",1,298,221
"ENSG00000107623",2,113,58
"ENSG00000107623",3,67,52
"ENSG00000107669",1,113,70
"ENSG00000107669",2,84,49
"ENSG00000107669",3,80,48
"ENSG00000107669",4,77,32
"ENSG00000107669",5,67,38
"ENSG00000107669",6,59,28
"ENSG00000107669",7,38,18
"ENSG00000107672",1,136,55
"ENSG00000107672",2,71,40
"ENSG00000107672",3,63,29
"ENSG00000107672",4,60,4
"ENSG00000107672",5,55,15
"ENSG00000107679",1,177,111
"ENSG00000107679",2,119,34
"ENSG00000107679",3,108,80
"ENSG00000107738",1,172,105
"ENSG00000107738",2,79,60
"ENSG00000107738",3,60,36
"ENSG00000107745",1,117,53
"ENSG00000107745",2,91,44
"ENSG00000107745",3,90,32
"ENSG00000107745",4,82,23
"ENSG00000107745",5,51,18
"ENSG00000107745",6,47,12
"ENSG00000107758",1,264,65
"ENSG00000107758",2,131,22
"ENSG00000107758",3,130,31
"ENSG00000107796",1,30,5
"ENSG00000107796",2,28,11
"ENSG00000107796",3,27,9
"ENSG00000107796",4,26,9
"ENSG00000107796",5,25,5
"ENSG00000107796",6,24,10
"ENSG00000107796",7,22,5
"ENSG00000107796",8,22,8
"ENSG00000107796",9,21,2
"ENSG00000107796",10,21,2
"ENSG00000107796",11,20,8
"ENSG00000107796",12,20,6
"ENSG00000107796",13,18,13
"ENSG00000107796",14,18,4
"ENSG00000107796",15,17,11
"ENSG00000107796",16,15,1
"ENSG00000107796",17,15,5
"ENSG00000107796",18,8,2
"ENSG00000107798",1,332,190
"ENSG00000107798",2,67,37
"ENSG00000107816",1,201,140
"ENSG00000107816",2,169,112
"ENSG00000107816",3,97,52
"ENSG00000107816",4,81,52
"ENSG00000107816",5,74,56
"ENSG00000107816",6,47,23
"ENSG00000107819",1,69,55
"ENSG00000107819",2,59,35
"ENSG00000107819",3,54,25
"ENSG00000107819",4,48,19
"ENSG00000107819",5,48,48
"ENSG00000107819",6,47,30
"ENSG00000107821",1,103,65
"ENSG00000107821",2,53,31
"ENSG00000107821",3,52,51
"ENSG00000107821",4,52,27
"ENSG00000107821",5,44,26
"ENSG00000107829",1,84,36
"ENSG00000107829",2,44,30
"ENSG00000107829",3,39,16
"ENSG00000107829",4,36,13
"ENSG00000107829",5,33,8
"ENSG00000107829",6,33,32
"ENSG00000107829",7,32,14
"ENSG00000107829",8,32,21
"ENSG00000107829",9,29,13
"ENSG00000107829",10,28,20
"ENSG00000107829",11,22,14
"ENSG00000107872",1,50,24
"ENSG00000107872",2,45,17
"ENSG00000107872",3,44,12
"ENSG00000107872",4,42,24
"ENSG00000107872",5,37,7
"ENSG00000107872",6,31,9
"ENSG00000107872",7,30,3
"ENSG00000107872",8,21,15
"ENSG00000107902",1,94,54
"ENSG00000107902",2,60,43
"ENSG00000107902",3,56,53
"ENSG00000107902",4,38,29
"ENSG00000107902",5,22,19
"ENSG00000107937",1,310,167
"ENSG00000107937",2,87,81
"ENSG00000107937",3,80,37
"ENSG00000107937",4,47,34
"ENSG00000107937",5,44,29
"ENSG00000107937",6,41,20
"ENSG00000107937",7,25,20
"ENSG00000107960",1,109,65
"ENSG00000107960",2,102,45
"ENSG00000107960",3,86,50
"ENSG00000107960",4,71,47
"ENSG00000108010",1,126,65
"ENSG00000108010",2,87,45
"ENSG00000108010",3,82,37
"ENSG00000108010",4,40,7
"ENSG00000108064",1,200,89
"ENSG00000108064",2,46,18
"ENSG00000108094",1,142,50
"ENSG00000108094",2,112,29
"ENSG00000108094",3,99,32
"ENSG00000108094",4,80,27
"ENSG00000108094",5,71,35
"ENSG00000108094",6,69,12
"ENSG00000108094",7,68,17
"ENSG00000108094",8,62,19
"ENSG00000108094",9,61,13
"ENSG00000108106",1,68,26
"ENSG00000108106",2,61,20
"ENSG00000108106",3,57,24
"ENSG00000108106",4,36,4
"ENSG00000108107",1,77,67
"ENSG00000108107",2,30,7
"ENSG00000108107",3,27,14
"ENSG00000108107",4,23,13
"ENSG00000108107",5,13,2
"ENSG00000108179",1,29,20
"ENSG00000108179",2,26,8
